item_id;item;defom;exsz;schpl;x_mm;y_mm;z_mm;pzxsc;kgxsc;x_sc_mm;y_sc_mm;z_sc_mm;scxfrd;frdxplt;x_frd_mm;y_frd_mm;z_frd_mm;kgxfrd;cdsup;scxpl;z_cub_mm;x_pal_mm;y_pal_mm;kgxplt;z_pal_mm
d2e6dcfe4f S 020;d2e6dcfe4f;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
367418778a S 020;367418778a;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
c8eb431c72 N 035;c8eb431c72;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
b08f66b9cd N 035;b08f66b9cd;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
772c619460 N 035;772c619460;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
772c619460 S 035;772c619460;60X120;1;S 035;600;1200;9;2;30;600;1200;18;0;inf;600;1200;0;0;X;35;601;910;1240;1050;139
c4c67b7e21 N 035;c4c67b7e21;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
d87d2c4d0a N 035;d87d2c4d0a;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
a974dd8f7b N 035;a974dd8f7b;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
61137e0b14 E 016;61137e0b14;75X150;1;E 016;750;1500;9;1;23,68;750;1500;9;1;16;750;1500;10,35;23,68;D;16;221;775;1520;378,88;170
1cdd863cbd E 016;1cdd863cbd;75X150;1;E 016;750;1500;9;1;23,68;750;1500;9;1;16;750;1500;10,35;23,68;D;16;221;775;1520;378,88;170
56ff1df85f N 020;56ff1df85f;120X120;1;N 020;1200;1200;9;2;58;1200;1200;18;0;inf;1200;1200;0;0;9;20;-134;800;1200;1160;134
56ff1df85f S 020;56ff1df85f;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
86c7bbe1c1 S 030;86c7bbe1c1;60X60;0;S 030;600;600;12;3;30;600;600;36;3;10;600;600;124,2;90;F;30;596;800;1200;900;134
b935062a09 S 040;b935062a09;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
526a805480 S 040;526a805480;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
78c24e6543 S 040;78c24e6543;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
e0fa82b821 S 040;e0fa82b821;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
13aae6f4a7 S 040;13aae6f4a7;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
a27123b078 S 040;a27123b078;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
f9f68e4f00 S 040;f9f68e4f00;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
620515db0c S 040;620515db0c;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
1e639a755a S 040;1e639a755a;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
686f55065a N 035;686f55065a;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
ed9588fe85 N 035;ed9588fe85;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
88951da527 N 035;88951da527;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
db8cc2978a N 035;db8cc2978a;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
6aa2f0935a N 035;6aa2f0935a;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
52ba6057d3 N 035;52ba6057d3;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
9760955d0a N 035;9760955d0a;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
3f5d99c325 N 035;3f5d99c325;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
8a950015c8 S 020;8a950015c8;120X120;1;S 020;1200;1200;9;2;55,5;1200;1200;18;2;10;1200;1200;41,4;111;H;20;461;1230;1430;1110;149
42565b2969 S 020;42565b2969;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
23c78c7857 S 020;23c78c7857;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
e14cbd8177 S 020;e14cbd8177;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
741d35f4de S 020;741d35f4de;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
89cd3b965a E 020;89cd3b965a;120X120;1;E 020;1200;1200;9;2;57;1200;1200;18;0;inf;1200;1200;0;0;9;20;-134;800;1200;1140;134
89cd3b965a S 020;89cd3b965a;120X120;1;S 020;1200;1200;9;2;57;1200;1200;18;2;10;1200;1200;41,4;114;H;20;461;1230;1430;1140;149
6d4588d1c8 S 020;6d4588d1c8;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
c134dc7309 S 020;c134dc7309;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
c8982d63bf S 048;c8982d63bf;37.5X75;0;S 048;375;750;9;4;23,68;375;750;36;4;12;375;750;165,6;94,72;F;48;766;800;1200;1136,64;134
8e756e3060 S 048;8e756e3060;37.5X75;0;S 048;375;750;9;4;23,68;375;750;36;4;12;375;750;165,6;94,72;F;48;766;800;1200;1136,64;134
f9570b818f N 024;f9570b818f;37.5X75;0;N 024;375;750;9;4;23,68;375;750;36;0;inf;375;750;0;0;9;24;-134;800;1200;568,32;134
f9570b818f S 048;f9570b818f;37.5X75;0;S 048;375;750;9;4;23,68;375;750;36;4;12;375;750;165,6;94,72;F;48;766;800;1200;1136,64;134
3de9d9d7d8 S 048;3de9d9d7d8;37.5X75;0;S 048;375;750;9;4;23,68;375;750;36;4;12;375;750;165,6;94,72;F;48;766;800;1200;1136,64;134
f6e5d3ee75 N 035;f6e5d3ee75;75X150;0;N 035;750;1500;9;1;26,5;750;1500;9;5;7;750;1500;51,75;132,5;D;35;380;775;1520;927,5;170
c6e3872ec6 S 035;c6e3872ec6;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
91973d34cc S 030;91973d34cc;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
457d59069c S 035;457d59069c;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
6167bf22ff S 035;6167bf22ff;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
765c878adf S 035;765c878adf;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
b279616aae N 033;b279616aae;50X120;1;N 033;500;1200;8,5;3;28;500;1200;25,5;3;11;500;1200;87,975;84;Z;33;9;1160;1300;924;141
b279616aae S 035;b279616aae;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
28618b9161 S 035;28618b9161;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
68ae9752e2 S 035;68ae9752e2;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
3b0d746ef0 S 035;3b0d746ef0;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
e476e01e96 S 035;e476e01e96;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
7a5f9a21ca S 035;7a5f9a21ca;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
07a8488975 S 035;07a8488975;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
1a363f6754 S 035;1a363f6754;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
a522280957 S 035;a522280957;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
615b93e2fe S 035;615b93e2fe;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
3e12f8f602 S 035;3e12f8f602;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
435123c041 S 035;435123c041;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
49d268be43 S 035;49d268be43;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
1b43265dd6 S 035;1b43265dd6;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
bb7ba62553 S 035;bb7ba62553;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
d014cb8af4 S 035;d014cb8af4;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
a885fd1605 S 035;a885fd1605;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
2006ce3868 S 035;2006ce3868;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
e75fc0449c S 035;e75fc0449c;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
2e31aaa302 S 035;2e31aaa302;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
24aed304e0 S 035;24aed304e0;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
6e4d441dbe S 035;6e4d441dbe;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
7bd3914911 S 035;7bd3914911;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
69f62fc570 S 035;69f62fc570;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
9deb1dae45 S 035;9deb1dae45;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
ed105707ca S 035;ed105707ca;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
543dab6727 S 035;543dab6727;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
7fcb5901ca S 035;7fcb5901ca;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
f9f42135b7 S 035;f9f42135b7;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
f2aa39fc1a S 035;f2aa39fc1a;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
b1e9c32359 S 030;b1e9c32359;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
69624e2bff S 030;69624e2bff;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
6042b8f688 S 030;6042b8f688;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
ef3c634c68 S 030;ef3c634c68;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
b2fe65604a S 030;b2fe65604a;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
0e0d966613 S 030;0e0d966613;50X120;1;S 030;500;1200;10,5;3;30,75;500;1200;31,5;3;10;500;1200;108,675;92,25;Z;30;510;1160;1300;922,5;141
3667d8bef6 S 030;3667d8bef6;50X120;1;S 030;500;1200;11;3;30,75;500;1200;33;3;10;500;1200;113,85;92,25;Z;30;510;1160;1300;922,5;141
7d19778ccb S 035;7d19778ccb;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
2a347940e2 S 035;2a347940e2;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
3014b4c5f6 S 035;3014b4c5f6;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
9765ca7a1d S 035;9765ca7a1d;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
da24289719 S 035;da24289719;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
8820b18b72 S 035;8820b18b72;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
186f83e6fc S 035;186f83e6fc;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
b0470204d8 S 035;b0470204d8;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
e288d5c71e S 035;e288d5c71e;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
c21bc27c15 S 035;c21bc27c15;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
50e5063536 S 035;50e5063536;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
b029e96f16 S 035;b029e96f16;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
74e5ec97a9 S 035;74e5ec97a9;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
82cf61c765 S 035;82cf61c765;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
ea2be25585 S 035;ea2be25585;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
0db784f754 S 035;0db784f754;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
693c118547 S 035;693c118547;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
a95e7005b3 S 035;a95e7005b3;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
dcdf7be07d S 020;dcdf7be07d;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
f9f6e65d15 S 040;f9f6e65d15;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
839825b59b S 040;839825b59b;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
99ef488bc0 S 040;99ef488bc0;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
f18ad09649 S 040;f18ad09649;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
8e778a0bb2 S 040;8e778a0bb2;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
1be03bb528 S 040;1be03bb528;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
38fd2bc743 S 040;38fd2bc743;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
c8ff6ab285 S 040;c8ff6ab285;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
5e03dcd5e1 S 040;5e03dcd5e1;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
63bcc49a6d S 040;63bcc49a6d;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
c8ebd1732c S 040;c8ebd1732c;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
eeaa23165b S 040;eeaa23165b;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
0040e24e26 N 035;0040e24e26;60X120;0;N 035;600;1200;9;2;35;600;1200;18;5;7;600;1200;103,5;175;X;35;601;910;1240;1225;139
f4f9ff8b0b S 018;f4f9ff8b0b;90X90 SP;0;S 018;900;900;20;1;37,6;900;900;20;2;9;900;900;46;75,2;C;18;435;940;940;676,8;135
b6d9d1bd29 S 018;b6d9d1bd29;90X90 SP;0;S 018;900;900;20;1;37,6;900;900;20;2;9;900;900;46;75,2;C;18;435;940;940;676,8;135
eb326d086c S 018;eb326d086c;90X90 SP;0;S 018;900;900;20;1;37,6;900;900;20;2;9;900;900;46;75,2;C;18;435;940;940;676,8;135
e40edb2e46 S 018;e40edb2e46;90X90 SP;0;S 018;900;900;20;1;37,6;900;900;20;2;9;900;900;46;75,2;C;18;435;940;940;676,8;135
5c0428735a S 030;5c0428735a;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
4d9661d05e S 030;4d9661d05e;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
5709e70070 S 030;5709e70070;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
ada14777dd S 030;ada14777dd;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
d09546d066 N 035;d09546d066;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
9b61b644de N 035;9b61b644de;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
ea2900bb1f N 035;ea2900bb1f;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
77d501ea1c N 035;77d501ea1c;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
5249452e72 S 040;5,25E+78;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
eb4eed1e76 N 035;eb4eed1e76;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
2ed9978092 N 035;2ed9978092;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
a1f6aa12ab N 035;a1f6aa12ab;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
bb594019be S 042;bb594019be;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
8d7711153f N 035;8d7711153f;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
c763840f7e N 035;c763840f7e;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
0bbc057743 N 035;0bbc057743;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
456a5f6ffe N 035;456a5f6ffe;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
28a32ef8b4 N 035;28a32ef8b4;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
e736716c2c N 035;e736716c2c;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
d159817309 S 040;d159817309;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
3ae9d8e057 S 040;3ae9d8e057;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
eca66be180 S 040;eca66be180;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
59b89e0bdd S 040;59b89e0bdd;60X60;0;S 040;600;600;9;3;20,01;600;600;27;4;10;600;600;124,2;80,04;F;40;596;800;1200;800,4;134
3d643159a3 S 040;3d643159a3;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
27663014b1 S 040;27663014b1;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
ea318b8ccc S 040;ea318b8ccc;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
b7f445177f S 040;b7f445177f;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
76671310aa S 040;76671310aa;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
343be628c3 S 040;343be628c3;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
d27fe08723 S 040;d27fe08723;30X60;0;S 040;300;600;9;7;22,75;300;600;63;2;20;300;600;144,9;45,5;F;40;601;800;1200;910;134
da0448dd6e S 020;da0448dd6e;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
82b0496932 S 020;82b0496932;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
d706f02f0c S 020;d706f02f0c;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
c86674faf1 S 020;c86674faf1;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
b2b0a3b403 S 020;b2b0a3b403;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
58f7833fde S 020;58f7833fde;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
e9da543a66 S 020;e9da543a66;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
8272594277 S 020;8272594277;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
0d285c24bb S 020;0d285c24bb;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
e03aef98e2 S 040;e03aef98e2;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
09722d6d54 S 040;09722d6d54;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
69a204d13c S 040;69a204d13c;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
3670dc113e S 040;3670dc113e;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
9b8251048f S 040;9b8251048f;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
7517ccbaa2 S 040;7517ccbaa2;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
